place_id,lat,lon,name,rating,intl_phone_nr,review_count,busstop_id,price_level,opening_hours,website,photo_reference,types,full_busstop_id
ChIJA83bTjqMGGARk8NhGoAME8w,35.7089371,139.7592654,Coffee Kingyo-zaka (goldfish incline),3.9,+81 3-3815-7088,5,Yayoinichoume,2,"[u'Monday: Closed', u'Tuesday: 11:30 AM \u2013 9:30 PM', u'Wednesday: 11:30 AM \u2013 9:30 PM', u'Thursday: 11:30 AM \u2013 9:30 PM', u'Friday: 11:30 AM \u2013 9:30 PM', u'Saturday: 11:30 AM \u2013 8:00 PM', u'Sunday: 11:30 AM \u2013 8:00 PM']",http://www.kingyozaka.com/,CmRaAAAAoNpkTYeuNutABqD1OteY4CUPjSRG_IIiAEDuVQAclXbd75G51ztEeqycdxY2Krj_2Wp5tzdLZYMThQDHaAwcUppaIntJjpO87_l4RmuMGNP5eBozWKLxfGxW0u1fHoutEhDkR6Je6_K9H5pX23Jyw9nZGhRhD1MkdKxr4nIZZYfvt5sdXzG1Dw,"[u'cafe', u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJc3fU2c2NGGARbfwxQHgJKjs,35.7250109,139.7609051,Amezaiku Yoshihara Sendagi Main Store,4.5,+81 3-6323-3319,5,Yayoinichoume,2,"[u'Monday: 1:00 \u2013 6:00 PM', u'Tuesday: 1:00 \u2013 6:00 PM', u'Wednesday: 1:00 \u2013 6:00 PM', u'Thursday: 1:00 \u2013 6:00 PM', u'Friday: 1:00 \u2013 6:00 PM', u'Saturday: 10:00 AM \u2013 6:00 PM', u'Sunday: 10:00 AM \u2013 6:00 PM']",http://ame-yoshihara.com/shop/sendagihonten/,CmRaAAAAUy1icvDci3s2c0q8IVuuv9InlUG7qS2PzR0jZmGiHXJR5J9__teCFX2MIt3oiI0xdF57epn_HkBgNglCv1ldcNtWd4XGBUOCov2quA2hrSKXZsBIx4uTubEJywXMOH5JEhC2vBWnFXsgxgFiJlRRB5SiGhR5iHdcg7NaXm_AqovxM3PqkRaNDg,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJj3azHiyMGGARs773FnRYwaM,35.7186642,139.7667518,魚善,3.4,+81 3-3821-4351,5,Yayoinichoume,2,,http://www.yanaka-uozen.com/,CmRaAAAAPaTF82rrnmkDBWTvHgjYoWHE4LkJi-T_XmL2uJtLHbLfUHvUagQaI0bovaDft8cQEktlUOquc4SLCs70ESOYcwRzqhc1harIFv8-y3qqOuP7pFMKYyiSaGmkvrYyKUNZEhC8d2xnM2LL2HghAXZUl0UlGhQDYpJP-u5AuTY_HLNTV-Hq641erg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJI31ZDimMGGARgI2uahm0HrI,35.7179644,139.7697766,Moineau,3.8,+81 3-5834-7903,5,Yayoinichoume,2,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: 11:00 AM \u2013 6:00 PM', u'Thursday: 11:00 AM \u2013 6:00 PM', u'Friday: 11:00 AM \u2013 6:00 PM', u'Saturday: 11:00 AM \u2013 6:00 PM', u'Sunday: 11:00 AM \u2013 6:00 PM']",http://www.moineau.jp/,CmRaAAAA0TkcW_WHZjPBIyV6ziNJIAfizqCNWU8KR_-FSRJmdeaCjp1dSfUsGSo08Cm_p7673Ysvt0882g0-YtKO2CKom7u6vGDzBMdHbacKZ3mrSUy8cMG8T2nEUsE09zKsYzryEhAedMkQ9h2MM09lmSOusutjGhTs6RnxFXvhJnIQf6-JFYHebEBdAg,"[u'cafe', u'art_gallery', u'food', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJHcrLIi-MGGARhufRlbW9IhA,35.7156867,139.766463,笹巻すし本舗 ゆしま 扇,5,+81 3-3823-8181,3,Yayoinichoume,1,"[u'Monday: 8:30 AM \u2013 4:00 PM', u'Tuesday: 8:30 AM \u2013 4:00 PM', u'Wednesday: 8:30 AM \u2013 4:00 PM', u'Thursday: 8:30 AM \u2013 4:00 PM', u'Friday: 8:30 AM \u2013 4:00 PM', u'Saturday: 8:30 AM \u2013 4:00 PM', u'Sunday: 8:30 AM \u2013 4:00 PM']",http://www.ohgi.co.jp/,CmRaAAAAP-KuQ7R-8BAiwItPK9SymX14OUdAP9VA7-tjRRGWKNp2z7h27mCjLq31JkIv1T8eHQJvYoKiHOZC6cN91X9vE66BspxTl9ZXR_4ZZIEaxF89h1t9nRrX_3d5X8-EFVpNEhDt-1btuE1ScLRhe54K2ASCGhSHj3BQLgzvf-jnDuzOiA3azeB2pA,"[u'store', u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJhy-1hSmMGGARbxtl7jTZAHU,35.7192916,139.7716384,東京藝術大學 大學美術館,4.2,+81 50-5525-2200,5,Yayoinichoume,,"[u'Monday: Closed', u'Tuesday: 10:00 AM \u2013 5:30 PM', u'Wednesday: 10:00 AM \u2013 5:30 PM', u'Thursday: 10:00 AM \u2013 5:30 PM', u'Friday: 10:00 AM \u2013 5:30 PM', u'Saturday: 10:00 AM \u2013 5:30 PM', u'Sunday: 10:00 AM \u2013 5:30 PM']",http://www.geidai.ac.jp/museum/,CmRaAAAAfz2IVzUAFdpfwoYGZjr4KSGzXAeGJc61AICYIPnfwEG0oQKp5dU7Khz2fP2UQtgqA43j_b2SqmpoRuFB6BdCA6hibQULooaBU8BIccFhz4ul-DR5YktxdC3E02Gd3tR8EhDUTJh-9yEcJKxn5_HU_6aTGhTVsxM1n4QMi6ujkymJ5rR-Rlvp_A,"[u'museum', u'point_of_interest', u'establishment']",Toei.Yayoinichoume.2217.1
ChIJkxKjYimSGGARAtXknJDKGII,35.7929041,139.7696154,自販機,,,,Yazaikeicchoume,,,,CmRaAAAAnHzqb74p1ZFZtGllaCJlBvBbzeqqxEytw9jzWzGodev6RZMj0HskNEC-7vFrz8V0o9B0EUF8NUj9NpSbJow6nvVkgiOjJhcdU90l_DFtISNiGOP3ABCJpei37P1HsaueEhDsulMKrZ8ZV9WwwFaYUe81GhSQjaZac6BmYNA1nXOZEExjXUJ5xA,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJPcfZyzOSGGARxjwJTip3Zho,35.789953,139.7597907,釣具屋マニアック,4.5,,2,Yazaikeicchoume,,"[u'Monday: 11:00 AM \u2013 10:00 PM', u'Tuesday: 11:00 AM \u2013 10:00 PM', u'Wednesday: 11:00 AM \u2013 10:00 PM', u'Thursday: 11:00 AM \u2013 10:00 PM', u'Friday: 11:00 AM \u2013 10:00 PM', u'Saturday: 11:00 AM \u2013 9:00 PM', u'Sunday: 11:00 AM \u2013 9:00 PM']",,,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJo7PGyyWSGGARqz-m9kQxOxs,35.7851173,139.7667055,Yazaike Park,3.3,,5,Yazaikeicchoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAA51dU9p1Jh0PNGTEOuRtstbWEYakxVf9C-QYfjtK6R0ifjBXGgCWm11TFL_OvuSw_3eb1297iWBgVy-Yolqworl0RmLJr-KkezwUj3lWMcSdCrYexMvdxgWOuExF4q5n-EhDMO00O18K1ZrCZ7u5--v_QGhQn5tDuu2RCNiEXnlldNVsxKnGZlQ,"[u'park', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJN5iF2iuSGGARTxv5PLXj2EM,35.7934002,139.7696453,自販機,,,,Yazaikeicchoume,,,,CmRaAAAA22yLBO15r3aoOZIgCyx0JXSwnNA9tjnIWxdlizcajtXjlDlXesoxfH3pf1-fV6ynfHwL7EDKVl4Mt18Ppe-NZB-uPjnMWXxB7rgqIrOHTZi6Eaj3mwD-pj_fBKbKJmxYEhCrGpQ__HesmV6_lkBhJL5nGhR4amTzQLgIfQMX6g3HN3B5o0Oz5A,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJj20-PYuRGGARpAiUj7drhbk,35.7828547,139.776145,幸麺,3.3,+81 3-3898-7881,5,Yazaikeicchoume,,,,CmRaAAAAxgLwD9B8IHd4zIP-tpNcR00JsN80iWp0NgnlDYvpv9o-TtLZm9jNHVG-9o0GnCSvhG8WbKqt_m8_lXAyQq31d4ArlHmEAs6t8NOzHWIAsXR_yNRuUVqyT0MHq1j1Xul-EhAdwzvYM5TjEOypOA6zaN2pGhQjPaS2IT6h59818RG9P72SSc1kdw,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJJREkRyWSGGARmnhLwALY3gA,35.7848911,139.7635543,珈琲館 鍛治屋,,,,Yazaikeicchoume,,,http://www.kohikan.jp/grand_menu/g_original_coffee.html,CmRaAAAAXrdPlsMB9D8mIU04HfPhnNvaWC6bJdgvwlr3oFxG_ZpvmnxeU2xH7iNHpUPWQYK9HFpA5S9slN6IctGo3p7NOwyrstkL9MznqCVoL08kh92VdMGQvaCe8p3Yam_nx10jEhBnJnoymffMFMAS4SSGrlC-GhQVHV7BoqToosNsvvOEMLKoEHpL3w,"[u'cafe', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJedbKwSGSGGARFccUeyTgi74,35.779977,139.7691116,Kaminumatahigashi Park,3.8,,5,Yazaikeicchoume,,,,CmRaAAAAAlfU7BmHxkuNWNPhL1xEdL-nVmXrvTm1u8iQhT9QmDa6ib47XZSV4Dg60RTUSKM91DpZ1Xkofkbu7z5t6CN-Pv-o75Z8_BIhdPszjZR2OtyxsPAsh3Xuw2qnGFbnkzLBEhACUOANShCVhOCYdAO92l56GhSJldg9_vQrzc0WYtcASrwRHeDMmg,"[u'park', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJh_F1bPWRGGARake_UyLzG0g,35.7794717,139.7739304,Nishiarainishi Park,3.1,,5,Yazaikeicchoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAALq-I36HeVqWVTdvVT_T4Vn5IPRdvtddY7tY2MCGWTVy1S4y6YKfN447PuUX4TDFl9Z44hPGMpdq2Zu6bjgGJDe_Ckmg3fsA0SwJA8UOAqYGKFKiNouaBjI18X_6qI-GvEhCY915SuYMLMmLptlplsPJ_GhSqF3VGDNLXSCjYb1iuYEf6KStEwA,"[u'park', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJEZVupieSGGARhhh1UYyBBmk,35.7868734,139.7710631,Midamae Park,4,,3,Yazaikeicchoume,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAAOyxlzNmUn9ZCg8M4PF1rQoobTB3v3jThEzoxGx7PlWXPbx-mQAjt2itLs4J0VOZduLUuhtbehzCJdkcH9U1Rzm1HsjDUalEIx0Flc98gkkPynLqZ_ddyGr1ymgX98Uu7EhCND2MK4V1R2QaG5URqlIzAGhQukKzA44wRZVSe7CbJ-_6bwUoKcg,"[u'park', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJgeRCMCGSGGAR8CsJg6bMUck,35.7832433,139.7695678,Kappa Sushi,3.3,+81 3-5837-1361,5,Yazaikeicchoume,1,"[u'Monday: 11:00 AM \u2013 11:00 PM', u'Tuesday: 11:00 AM \u2013 11:00 PM', u'Wednesday: 11:00 AM \u2013 11:00 PM', u'Thursday: 11:00 AM \u2013 11:00 PM', u'Friday: 11:00 AM \u2013 11:00 PM', u'Saturday: 10:00 AM \u2013 11:00 PM', u'Sunday: 10:00 AM \u2013 11:00 PM']",https://www.kappasushi.jp/,CmRaAAAAuMlikqzNesmS4Q574TKjWcjURpBvQUMT36FBP8tC1DR_Uox9gkfl1lIEai6F5IArzddDkZu2GLIgCM0fls7w3ADF6SWfBhpJsdmB1Vuj7gK_b11G1PK2houaDeJEd2s9EhBMx65vYWJqpJW-WVW8tYhCGhT0mp_AmVL827Jw-LaqF71yWC8SSA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yazaikeicchoume.1550.1
ChIJOVAbzteIGGARNiqJR8eY7zU,35.698148,139.814449,琴ケ梅,3.9,+81 3-3624-7887,5,Yokokawabashi,2,"[u'Monday: 5:00 \u2013 11:00 PM', u'Tuesday: 5:00 \u2013 11:00 PM', u'Wednesday: 5:00 \u2013 11:00 PM', u'Thursday: 5:00 \u2013 11:00 PM', u'Friday: 5:00 \u2013 11:00 PM', u'Saturday: 5:00 \u2013 11:00 PM', u'Sunday: Closed']",http://www13.plala.or.jp/kotogaume/,CmRaAAAAlXMvKOWxwxoH1lwYGPOw2MZeOQEgZANMxIItH0flm_0TCSXFSFaf9fvqbgx2AG8-e_lCmKahWTRxR8tyDx3vzrudQUAP3ymcu0IO-W-fz3HrCLuMvvlTcHGhZ0dY2Lw9EhB3KFIpdrBWHTGQvMKDu6OVGhSDXqEXicRXK4CkB_tvgXsC1wYDSQ,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJOwR-8daOGGARA28_1hAyDZg,35.710352,139.812626,Issare shu cielo イザーレシュウチエロ,3.4,+81 3-6658-5130,5,Yokokawabashi,2,"[u'Monday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Tuesday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Wednesday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Thursday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Friday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Saturday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM', u'Sunday: 11:00 AM \u2013 3:30 PM, 5:00 \u2013 11:00 PM']",,CmRaAAAAHJWWb7z_79J3tZGSCNIg_lsx5xbUnqdvRjr0kujK90zIkQ7jltmzqXO0TR0bw41506mBuQautY45SZDfXET8VFSLo_6BZf8ckCQUx7I554_5cetkMQcjgGDrUEP6Hm5cEhBE5M7tWv3qrTX5wHIgmPZbGhQNmN8Kd0fc4J07gPsTeuWNjwjDrA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJO-czZdaIGGAR-1U7pQbCYvA,35.70072,139.81581,olinas Kinshicho,3.7,+81 3-6269-9285,5,Yokokawabashi,,"[u'Monday: 10:00 AM \u2013 9:00 PM', u'Tuesday: 10:00 AM \u2013 9:00 PM', u'Wednesday: 10:00 AM \u2013 9:00 PM', u'Thursday: 10:00 AM \u2013 9:00 PM', u'Friday: 10:00 AM \u2013 9:00 PM', u'Saturday: 10:00 AM \u2013 9:00 PM', u'Sunday: 10:00 AM \u2013 9:00 PM']",https://www.olinas.jp/,CmRaAAAA6WIGKdjvHP9Kh5O3695hZA7l6BRLCwwDEXvxB--Gqpxi62DujVRwhJrXNg5g1_kMHVoW27PZIWV6TR9c8otpvSmrYlJVVzbLDWBZaJ4dy9vi7ruypM-rtK3Ip6t3TqnMEhDOEyw5KzYxdlanndywME8HGhRSRd9Xduct2AX8cIi9hxXTpZFDPg,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJoTpZ_NeIGGARqitHe67sxlQ,35.696439,139.814223,TERMINA,3.6,+81 3-3633-1111,5,Yokokawabashi,,"[u'Monday: 10:00 AM \u2013 9:00 PM', u'Tuesday: 10:00 AM \u2013 9:00 PM', u'Wednesday: 10:00 AM \u2013 9:00 PM', u'Thursday: 10:00 AM \u2013 9:00 PM', u'Friday: 10:00 AM \u2013 9:00 PM', u'Saturday: 10:00 AM \u2013 9:00 PM', u'Sunday: 10:00 AM \u2013 9:00 PM']",http://www.termina.info/,CmRaAAAAjd3-or6hmOsx2g5DoN21u5LZ5UO5-UQq403SXpPUSo4SUpX62yRTXR63DVsO62j1i398MccCZdSeGS-IwIsFNIZJdJR3YVhhxP5fObwjiSuIR3ftcm8RLOBUkskqfhV_EhCnFE9pBwnu-6YbUOFixgOIGhQy9LD640cBSyV41bi9m7Xx2FMs_A,"[u'department_store', u'store', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJP738dC2JGGART7W5FyoJsiE,35.6993226,139.8047108,ギャラリー エブリワン,,+81 3-5637-7357,,Yokokawabashi,,,http://www.everyone.co.jp/,,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJY1Yh5teIGGARQp0YQTKy6Bc,35.6971062,139.8144072,TERMINA2,,+81 3-3633-1111,,Yokokawabashi,,,http://www.termina.info/,,"[u'department_store', u'store', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJX5epjymJGGARVOMY8WsCdpk,35.6993911,139.8119952,Pizze Saluterrier,4.4,+81 3-5637-8474,5,Yokokawabashi,2,"[u'Monday: 11:30 AM \u2013 3:00 PM, 4:00 \u2013 10:00 PM', u'Tuesday: 11:30 AM \u2013 3:00 PM, 4:00 \u2013 10:00 PM', u'Wednesday: 11:30 AM \u2013 3:00 PM, 4:00 \u2013 10:00 PM', u'Thursday: 11:30 AM \u2013 3:00 PM, 4:00 \u2013 10:00 PM', u'Friday: 11:30 AM \u2013 3:00 PM, 4:00 \u2013 10:00 PM', u'Saturday: 11:30 AM \u2013 10:00 PM', u'Sunday: 11:30 AM \u2013 9:00 PM']",http://pizza-salu.business.site/,CmRaAAAAXTKvmwyPw-FFZt_6MR5sLgr4MECIIOXp1vXo5Iu7nucWLf8tZEz_pytkYepOcZC6li0Q2gP3kVFXsesQ59UVTmoIFuYpB5AYJ-FXLLhvgJ0EyrFDqvmybkNqmtGJ0kG3EhCY4mUJWLwhDnvSRCelPS0hGhSWd7bkG8vU1rrdusjLcxN-KRRZ-w,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJY_pReSyJGGARzVsG-kBgpvw,35.7003311,139.808391,?yokogawa Water Park,4,+81 3-3624-3404,5,Yokokawabashi,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",http://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park60.html,CmRaAAAAxoGU4AfD1NaC1ruQcYeSvyVqnowq_PUrGZ_EDHe6D43tvZ2eq57VwX7hNZ3gVLS87I0ftqiA2nD1dW6A6G-Ti2XIKap2y5R4M3hoGLgahs8BeWOMnoDtMRDwg8kQsS0ZEhAzbz4No921zBDsW522kLyMGhQ6ZMfFt7f0mvdZzJwxFU5yBXjQfA,"[u'park', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJva-5ISiJGGARo_S-eY6P78w,35.6970778,139.813923,TERMINA 2,3.5,+81 3-3633-1111,5,Yokokawabashi,,"[u'Monday: 10:00 AM \u2013 9:00 PM', u'Tuesday: 10:00 AM \u2013 9:00 PM', u'Wednesday: 10:00 AM \u2013 9:00 PM', u'Thursday: 10:00 AM \u2013 9:00 PM', u'Friday: 10:00 AM \u2013 9:00 PM', u'Saturday: 10:00 AM \u2013 9:00 PM', u'Sunday: 10:00 AM \u2013 9:00 PM']",http://www.termina.info/index.php,CmRaAAAApq0vOsFIp2LYSxxdtn_5pXdbMDZMg6cWvk7-QjLKVjnE7M66extMvAQcpRpNKgPC5QcZY96U0X78ZRshZR83jCWrU_efOtYnPTwhYN39LNiPxH49mfxK36xsdX22comAEhBW21AcC9RNlovgyY7_J4ZFGhRqfX-pItiExBUiHQIB8Qov2xgpKg,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJsUJpWNaOGGARXWAkpXP7VpY,35.7103173,139.8112941,ソラマチスカイアリーナ,3,+81 570-550-102,3,Yokokawabashi,,,http://www.tokyo-solamachi.jp/shop/331/,CmRaAAAAjPe9LAfIDyRM3eihfZJqYFj-OCmw5yewVos8n2tKsqY94oIlb8IQJft6GC-mE7VXdWy_zqMLT_kGxEh5Ba6hDEHv9i0P1Fz5t9mj6Vcy_2ypgIeyJylCRPCaAJJPYu6SEhDCI_ApcxPsJWMx5rGQQ5-_GhRzQMMo5wuWpN4V-Ty6aD0jjc_BGQ,"[u'park', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJUaJR8NaOGGARbaGu0XYUkl4,35.7100627,139.8107004,634,4.1,+81 3-3623-0634,5,Yokokawabashi,1,"[u'Monday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Tuesday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Wednesday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Thursday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Friday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Saturday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM', u'Sunday: 11:00 AM \u2013 4:00 PM, 5:30 \u2013 11:00 PM']",http://restaurant.tokyo-skytree.jp/,CmRaAAAARIBNMviCuJFaO2L2R-uGYdvAzLNJJE_HGCbeRJv6MHPzQphoBKfiSPcCKhypCAhJDBmWMSdrjToZAkrDqyLLt5w7_NgJ5aqbjz4uUXj_O6MTRX7YTO0lo7AYSzI2FZjVEhDbkao7ShDCtdxECNW-ERL_GhSAx9ENfGylcUK1Fsa1Fk_XeBCF4Q,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJvRnjTCiJGGARU86eQt_Vo9w,35.6973486,139.8126038,Arcakit Kinshich?,3.7,+81 3-3829-5656,5,Yokokawabashi,,"[u'Monday: 10:00 AM \u2013 9:00 PM', u'Tuesday: 10:00 AM \u2013 9:00 PM', u'Wednesday: 10:00 AM \u2013 9:00 PM', u'Thursday: 10:00 AM \u2013 9:00 PM', u'Friday: 10:00 AM \u2013 9:00 PM', u'Saturday: 10:00 AM \u2013 7:00 PM', u'Sunday: 10:00 AM \u2013 7:00 PM']",http://www.arcakit.com/,CmRaAAAAsdKTd9DMUUxux2x56JuDKtLqa6SARYxpVgtQwks7BoUFgbee2V0B98U4zwqyDsj0GpH5IVD1Vs3EHgOLOLZPXjwjjBXgIVFqz9W_rBAJubCSfLzXPVmb0ZdEpd4WB09gEhD16MPq9_4uxZZbKm906ThVGhSLALEU2XVFWfRajZFe9EFpieYIXg,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJzyOHIyiJGGARjoyedRtOOW4,35.6971647,139.8132911,Starbucks,3.5,+81 3-5619-1601,5,Yokokawabashi,1,"[u'Monday: 6:30 AM \u2013 11:00 PM', u'Tuesday: 6:30 AM \u2013 11:00 PM', u'Wednesday: 6:30 AM \u2013 11:00 PM', u'Thursday: 6:30 AM \u2013 11:00 PM', u'Friday: 6:30 AM \u2013 11:00 PM', u'Saturday: 7:00 AM \u2013 11:00 PM', u'Sunday: 7:00 AM \u2013 11:00 PM']",http://www.starbucks.co.jp/store/search/detail.php?id=987,CmRaAAAAicFFYpuXsRQKs_SQ6yoG6dwrPu35v-evjAJMTe3VGCEFjfOOLFCDKqafCP4L3VtzE2yzVZ0zTuPM8pU_qQYDIB_pegBjl1nm8cy-7EEUkbpiku4PLfrHbgSyoWTACm85EhA-bY0HIw0RQngK4YV5QprtGhR64RNoYBD0IwsQU8fXBoQR7Eb-og,"[u'cafe', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJ1SPJ9dWIGGARwI7h2FQukXg,35.7014723,139.8139183,麺屋りゅう,3.9,+81 3-3625-7122,5,Yokokawabashi,1,"[u'Monday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Tuesday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Wednesday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Thursday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Friday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Saturday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM', u'Sunday: 11:30 AM \u2013 3:00 PM, 7:00 \u2013 11:00 PM']",http://twitter.com/menyaryu,CmRaAAAABmAoNrKHU7agNkAYDSb27jK_egMKJAIjZkacsB64Ge3IvxzCSslLSUhIIc8YAr7eDi27wKVWBD__tD28Iz70tG4lLxXMuZ-vyg6orLaVjP1uhSeCLNmuUVK9Be_ixVgAEhCt-8bsTWwvZT33_DF_7o28GhRV9YCzh44FP0Haa59ajpaToX-Oyg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJ54TIYSqPGGARuSNZ9YfoOIc,35.707899,139.814854,TAKAHASHIHIROKO STUDIO,,+81 3-6456-1624,,Yokokawabashi,,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: Closed', u'Thursday: Closed', u'Friday: 11:00 AM \u2013 7:00 PM', u'Saturday: 11:00 AM \u2013 7:00 PM', u'Sunday: Closed']",http://www.takahashihiroko.com/,CmRaAAAAl1KPLz2VqqjtkXcFiCvKbxXU4ISXvcAsyEav5g_7hErw-6ESP0DVXoZVXoj9vblkR61DIjz4-yjVWvf7Y5ZTUDPmH7JWhnlq6jlgcLgHFvAWu-cT83t6yMXa-0ZduhJZEhA7fW_6zr2R0hSQtGA2BghDGhQ7wTKnjDJsmD7tIJk-WGcr1hWX2A,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
ChIJa1XSANeIGGARF904YOese-U,35.6994253,139.8171457,Kinshi Park,3.8,+81 3-5608-1111,5,Yokokawabashi,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",http://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park14.html,CmRaAAAAK5NlhzgU2vSU0y_jRSWvQTv8ahYxIpvMNMghawUfuJ3nZPtLlj_EQjDiUIFZUNvK-DgDfWAy8LCe7aD7jmeBFVbCm-zQmZgc0-HeqCBj_DR0erqz6OWWTXnhRN8xRLkXEhBJYpMfbDGQlNwXjYlxDwX4GhR7FWB45BGu1uUsNy0i4C25Xipczg,"[u'park', u'point_of_interest', u'establishment']",Toei.Yokokawabashi.1578.1
